FIPS,NAME,CLINTON,SANDERS,OMALLEY,DEM_OTHER
19001,Adair,0.56,0.44,0.0,0.0
19003,Adams,0.568,0.432,0.0,0.0
19005,Allamakee,0.507,0.493,0.0,0.0
19007,Appanoose,0.547,0.453,0.0,0.0
19009,Audubon,0.625,0.375,0.0,0.0
19011,Benton,0.56,0.44,0.0,0.0
19013,Black Hawk,0.467,0.529,0.002,0.002
19015,Boone,0.45,0.55,0.0,0.0
19017,Bremer,0.533,0.453,0.013,0.0
19019,Buchanan,0.525,0.475,0.0,0.0
19021,Buena Vista,0.486,0.486,0.028,0.0
19023,Butler,0.417,0.583,0.0,0.0
19025,Calhoun,0.5,0.5,0.0,0.0
19027,Carroll,0.63,0.37,0.0,0.0
19029,Cass,0.6,0.38,0.02,0.0
19031,Cedar,0.443,0.557,0.0,0.0
19033,Cerro Gordo,0.496,0.504,0.0,0.0
19035,Cherokee,0.454,0.546,0.0,0.0
19037,Chickasaw,0.601,0.389,0.01,0.0
19039,Clarke,0.58,0.42,0.0,0.0
19041,Clay,0.494,0.506,0.0,0.0
19043,Clayton,0.49,0.51,0.0,0.0
19045,Clinton,0.486,0.514,0.0,0.0
19047,Crawford,0.451,0.417,0.132,0.0
19049,Dallas,0.575,0.417,0.008,0.0
19051,Davis,0.58,0.42,0.0,0.0
19053,Decatur,0.502,0.472,0.013,0.013
19055,Delaware,0.55,0.43,0.02,0.0
19057,Des Moines,0.467,0.533,0.0,0.0
19059,Dickinson,0.488,0.512,0.0,0.0
19061,Dubuque,0.522,0.474,0.004,0.0
19063,Emmet,0.56,0.44,0.0,0.0
19065,Fayette,0.526,0.469,0.0,0.005
19067,Floyd,0.567,0.433,0.0,0.0
19069,Franklin,0.568,0.422,0.01,0.0
19071,Fremont,0.444,0.5,0.056,0.0
19073,Greene,0.539,0.461,0.0,0.0
19075,Grundy,0.467,0.518,0.015,0.0
19077,Guthrie,0.55,0.45,0.0,0.0
19079,Hamilton,0.589,0.411,0.0,0.0
19081,Hancock,0.612,0.388,0.0,0.0
19083,Hardin,0.577,0.423,0.0,0.0
19085,Harrison,0.453,0.547,0.0,0.0
19087,Henry,0.5,0.5,0.0,0.0
19089,Howard,0.461,0.539,0.0,0.0
19091,Humboldt,0.555,0.445,0.0,0.0
19093,Ida,0.533,0.467,0.0,0.0
19095,Iowa,0.51,0.49,0.0,0.0
19097,Jackson,0.5,0.46,0.04,0.0
19099,Jasper,0.515,0.45,0.035,0.0
19101,Jefferson,0.273,0.727,0.0,0.0
19103,Johnson,0.402,0.595,0.003,0.0
19105,Jones,0.466,0.534,0.0,0.0
19107,Keokuk,0.625,0.35,0.025,0.0
19109,Kossuth,0.608,0.36,0.022,0.01
19111,Lee,0.547,0.453,0.0,0.0
19113,Linn,0.474,0.523,0.003,0.0
19115,Louisa,0.56,0.42,0.02,0.0
19117,Lucas,0.6,0.4,0.0,0.0
19119,Lyon,0.402,0.568,0.03,0.0
19121,Madison,0.533,0.467,0.0,0.0
19123,Mahaska,0.562,0.438,0.0,0.0
19125,Marion,0.5,0.48,0.02,0.0
19127,Marshall,0.466,0.534,0.0,0.0
19129,Mills,0.511,0.489,0.0,0.0
19131,Mitchell,0.65,0.338,0.013,0.0
19133,Monona,0.602,0.388,0.01,0.0
19135,Monroe,0.433,0.446,0.121,0.0
19137,Montgomery,0.36,0.64,0.0,0.0
19139,Muscatine,0.46,0.54,0.0,0.0
19141,O'Brien,0.51,0.473,0.017,0.0
19143,Osceola,0.566,0.384,0.051,0.0
19145,Page,0.494,0.506,0.0,0.0
19147,Palo Alto,0.534,0.466,0.0,0.0
19149,Plymouth,0.554,0.446,0.0,0.0
19151,Pocahontas,0.66,0.3,0.04,0.0
19153,Polk,0.532,0.462,0.007,0.0
19155,Pottawattamie,0.49,0.508,0.0,0.002
19157,Poweshiek,0.472,0.528,0.0,0.0
19159,Ringgold,0.663,0.337,0.0,0.0
19161,Sac,0.55,0.45,0.0,0.0
19163,Scott,0.491,0.505,0.004,0.0
19165,Shelby,0.42,0.58,0.0,0.0
19167,Sioux,0.481,0.506,0.0,0.013
19169,Story,0.405,0.595,0.0,0.0
19171,Tama,0.529,0.471,0.0,0.0
19173,Taylor,0.7,0.3,0.0,0.0
19175,Union,0.463,0.537,0.0,0.0
19177,Van Buren,0.467,0.533,0.0,0.0
19179,Wapello,0.548,0.447,0.005,0.0
19181,Warren,0.553,0.433,0.013,0.0
19183,Washington,0.538,0.462,0.0,0.0
19185,Wayne,0.65,0.35,0.0,0.0
19187,Webster,0.542,0.45,0.008,0.0
19189,Winnebago,0.425,0.575,0.0,0.0
19191,Winneshiek,0.44,0.56,0.0,0.0
19193,Woodbury,0.463,0.533,0.004,0.0
19195,Worth,0.454,0.546,0.0,0.0
19197,Wright,0.547,0.453,0.0,0.0
33001,BELKNAP,0.357,0.613,0.0,0.03
33003,CARROLL,0.36,0.631,0.0,0.008
33005,CHESHIRE,0.29,0.701,0.0,0.009
33007,COOS,0.35,0.632,0.0,0.018
33009,GRAFTON,0.323,0.666,0.0,0.011
33011,HILLSBOROUGH,0.413,0.567,0.0,0.02
33013,MERRIMACK,0.398,0.59,0.0,0.012
33015,ROCKINGHAM,0.416,0.567,0.0,0.017
33017,STRAFFORD,0.351,0.632,0.0,0.017
33019,SULLIVAN,0.29,0.685,0.0,0.026
32001,Churchill,0.5,0.5,0.0,0.0
32003,Clark,0.548,0.451,0.0,0.0
32005,Douglas,0.541,0.459,0.0,0.0
32007,Elko,0.432,0.568,0.0,0.0
32009,Esmeralda,0.318,0.682,0.0,0.0
32011,Eureka,0.136,0.864,0.0,0.0
32013,Humboldt,0.338,0.662,0.0,0.0
32015,Lander,0.29,0.696,0.0,0.014
32017,Lincoln,0.603,0.397,0.0,0.0
32019,Lyon,0.476,0.524,0.0,0.0
32021,Mineral,0.534,0.466,0.0,0.0
32023,Nye,0.588,0.406,0.0,0.006
32027,Pershing,0.478,0.493,0.0,0.03
32029,Storey,0.479,0.521,0.0,0.0
32031,Washoe,0.457,0.542,0.0,0.001
32033,White Pine,0.505,0.495,0.0,0.0
32510,Carson City,0.488,0.512,0.0,0.0
45001,Abbeville,0.818,0.17,0.0,0.011
45003,Aiken,0.702,0.293,0.0,0.005
45005,Allendale,0.908,0.084,0.0,0.007
45007,Anderson,0.669,0.324,0.0,0.007
45009,Bamberg,0.883,0.105,0.0,0.012
45011,Barnwell,0.874,0.117,0.0,0.008
45013,Beaufort,0.733,0.263,0.0,0.004
45015,Berkeley,0.72,0.272,0.0,0.008
45017,Calhoun,0.861,0.135,0.0,0.004
45019,Charleston,0.66,0.334,0.0,0.006
45021,Cherokee,0.779,0.214,0.0,0.007
45023,Chester,0.796,0.2,0.0,0.004
45025,Chesterfield,0.828,0.167,0.0,0.005
45027,Clarendon,0.908,0.086,0.0,0.006
45029,Colleton,0.825,0.164,0.0,0.01
45031,Darlington,0.819,0.177,0.0,0.004
45033,Dillon,0.841,0.152,0.0,0.007
45035,Dorchester,0.702,0.292,0.0,0.006
45037,Edgefield,0.818,0.167,0.0,0.015
45039,Fairfield,0.874,0.118,0.0,0.008
45041,Florence,0.78,0.214,0.0,0.006
45043,Georgetown,0.778,0.212,0.0,0.009
45045,Greenville,0.641,0.355,0.0,0.004
45047,Greenwood,0.774,0.212,0.0,0.014
45049,Hampton,0.88,0.11,0.0,0.01
45051,Horry,0.672,0.324,0.0,0.003
45053,Jasper,0.851,0.138,0.0,0.012
45055,Kershaw,0.771,0.224,0.0,0.005
45057,Lancaster,0.73,0.266,0.0,0.004
45059,Laurens,0.784,0.212,0.0,0.003
45061,Lee,0.876,0.114,0.0,0.009
45063,Lexington,0.609,0.386,0.0,0.004
45065,McCormick,0.851,0.142,0.0,0.008
45067,Marion,0.854,0.14,0.0,0.006
45069,Marlboro,0.89,0.105,0.0,0.005
45071,Newberry,0.81,0.179,0.0,0.011
45073,Oconee,0.596,0.396,0.0,0.007
45075,Orangeburg,0.887,0.11,0.0,0.004
45077,Pickens,0.555,0.441,0.0,0.004
45079,Richland,0.758,0.238,0.0,0.005
45081,Saluda,0.837,0.157,0.0,0.006
45083,Spartanburg,0.703,0.293,0.0,0.003
45085,Sumter,0.866,0.127,0.0,0.007
45087,Union,0.834,0.164,0.0,0.002
45089,Williamsburg,0.885,0.107,0.0,0.008
45091,York,0.635,0.361,0.0,0.004
01001,Autauga,0.8,0.182,0.0,0.017
01003,Baldwin,0.647,0.329,0.0,0.024
01005,Barbour,0.906,0.078,0.0,0.016
01007,Bibb,0.755,0.197,0.0,0.048
01009,Blount,0.551,0.386,0.0,0.063
01011,Bullock,0.913,0.066,0.0,0.02
01013,Butler,0.921,0.065,0.0,0.013
01015,Calhoun,0.765,0.218,0.0,0.017
01017,Chambers,0.886,0.095,0.0,0.019
01019,Cherokee,0.661,0.249,0.0,0.09
01021,Chilton,0.731,0.246,0.0,0.024
01023,Choctaw,0.802,0.124,0.0,0.074
01025,Clarke,0.93,0.063,0.0,0.007
01027,Clay,0.818,0.137,0.0,0.046
01029,Cleburne,0.732,0.238,0.0,0.03
01031,Coffee,0.772,0.201,0.0,0.027
01033,Colbert,0.65,0.225,0.0,0.126
01035,Conecuh,0.714,0.191,0.0,0.095
01037,Coosa,0.877,0.108,0.0,0.015
01039,Covington,0.773,0.197,0.0,0.03
01041,Crenshaw,0.878,0.103,0.0,0.018
01043,Cullman,0.608,0.345,0.0,0.047
01045,Dale,0.77,0.207,0.0,0.023
01047,Dallas,0.744,0.154,0.0,0.102
01049,DeKalb,0.629,0.323,0.0,0.048
01051,Elmore,0.801,0.184,0.0,0.015
01053,Escambia,0.885,0.099,0.0,0.017
01055,Etowah,0.746,0.226,0.0,0.029
01057,Fayette,0.767,0.172,0.0,0.06
01059,Franklin,0.484,0.301,0.0,0.214
01061,Geneva,0.749,0.216,0.0,0.034
01063,Greene,0.901,0.071,0.0,0.028
01065,Hale,0.796,0.14,0.0,0.063
01067,Henry,0.856,0.119,0.0,0.025
01069,Houston,0.783,0.201,0.0,0.016
01071,Jackson,0.7,0.269,0.0,0.032
01073,Jefferson,0.816,0.174,0.0,0.01
01075,Lamar,0.616,0.241,0.0,0.142
01077,Lauderdale,0.652,0.309,0.0,0.039
01079,Lawrence,0.777,0.162,0.0,0.061
01081,Lee,0.736,0.254,0.0,0.009
01083,Limestone,0.728,0.255,0.0,0.018
01085,Lowndes,0.887,0.077,0.0,0.036
01087,Macon,0.892,0.1,0.0,0.007
01089,Madison,0.686,0.301,0.0,0.013
01091,Marengo,0.658,0.2,0.0,0.142
01093,Marion,0.655,0.296,0.0,0.05
01095,Marshall,0.621,0.341,0.0,0.037
01097,Mobile,0.827,0.162,0.0,0.011
01099,Monroe,0.909,0.076,0.0,0.015
01101,Montgomery,0.862,0.128,0.0,0.009
01103,Morgan,0.731,0.252,0.0,0.017
01105,Perry,0.82,0.124,0.0,0.056
01107,Pickens,0.762,0.148,0.0,0.09
01109,Pike,0.837,0.145,0.0,0.018
01111,Randolph,0.706,0.187,0.0,0.106
01113,Russell,0.728,0.164,0.0,0.108
01115,St. Clair,0.693,0.286,0.0,0.021
01117,Shelby,0.628,0.354,0.0,0.017
01119,Sumter,0.809,0.113,0.0,0.079
01121,Talladega,0.865,0.122,0.0,0.014
01123,Tallapoosa,0.88,0.102,0.0,0.018
01125,Tuscaloosa,0.767,0.218,0.0,0.016
01127,Walker,0.671,0.275,0.0,0.054
01129,Washington,0.575,0.214,0.0,0.211
01131,Wilcox,0.843,0.104,0.0,0.053
01133,Winston,0.667,0.304,0.0,0.029
05001,Arkansas,0.833,0.152,0.0,0.015
05003,Ashley,0.474,0.338,0.0,0.188
05005,Baxter,0.624,0.362,0.0,0.014
05007,Benton,0.541,0.449,0.0,0.01
05009,Boone,0.592,0.385,0.0,0.023
05011,Bradley,0.832,0.149,0.0,0.02
05013,Calhoun,0.45,0.34,0.0,0.209
05017,Chicot,0.811,0.146,0.0,0.043
05019,Clark,0.752,0.225,0.0,0.023
05021,Clay,0.52,0.355,0.0,0.125
05023,Cleburne,0.687,0.286,0.0,0.027
05025,Cleveland,0.688,0.247,0.0,0.065
05027,Columbia,0.738,0.224,0.0,0.037
05029,Conway,0.621,0.297,0.0,0.081
05031,Craighead,0.64,0.336,0.0,0.023
05033,Crawford,0.625,0.345,0.0,0.03
05035,Crittenden,0.764,0.163,0.0,0.073
05037,Cross,0.742,0.217,0.0,0.041
05039,Dallas,0.568,0.296,0.0,0.137
05041,Desha,0.686,0.23,0.0,0.084
05043,Drew,0.678,0.257,0.0,0.065
05045,Faulkner,0.586,0.398,0.0,0.016
05047,Franklin,0.672,0.296,0.0,0.031
05049,Fulton,0.554,0.374,0.0,0.072
05051,Garland,0.687,0.301,0.0,0.012
05053,Grant,0.663,0.288,0.0,0.049
05055,Greene,0.655,0.31,0.0,0.035
05057,Hempstead,0.795,0.166,0.0,0.039
05059,Hot Spring,0.637,0.297,0.0,0.066
05061,Howard,0.765,0.185,0.0,0.05
05063,Independence,0.645,0.317,0.0,0.038
05065,Izard,0.649,0.301,0.0,0.05
05067,Jackson,0.73,0.234,0.0,0.036
05069,Jefferson,0.787,0.168,0.0,0.045
05071,Johnson,0.623,0.342,0.0,0.035
05073,Lafayette,0.687,0.248,0.0,0.065
05075,Lawrence,0.495,0.386,0.0,0.119
05077,Lee,0.896,0.079,0.0,0.025
05079,Lincoln,0.757,0.192,0.0,0.051
05081,Little River,0.531,0.325,0.0,0.144
05083,Logan,0.689,0.282,0.0,0.029
05085,Lonoke,0.654,0.321,0.0,0.024
05087,Madison,0.417,0.414,0.0,0.169
05089,Marion,0.556,0.415,0.0,0.029
05091,Miller,0.761,0.208,0.0,0.031
05093,Mississippi,0.819,0.139,0.0,0.042
05095,Monroe,0.607,0.296,0.0,0.097
05097,Montgomery,0.66,0.296,0.0,0.044
05099,Nevada,0.592,0.28,0.0,0.128
05101,Newton,0.469,0.516,0.0,0.015
05103,Ouachita,0.751,0.188,0.0,0.061
05105,Perry,0.529,0.349,0.0,0.122
05107,Phillips,0.754,0.183,0.0,0.063
05109,Pike,0.642,0.299,0.0,0.059
05111,Poinsett,0.724,0.23,0.0,0.045
05113,Polk,0.544,0.424,0.0,0.033
05115,Pope,0.576,0.4,0.0,0.024
05117,Prairie,0.517,0.357,0.0,0.126
05119,Pulaski,0.764,0.229,0.0,0.007
05121,Randolph,0.619,0.333,0.0,0.048
05123,Saint Francis,0.808,0.15,0.0,0.043
05125,Saline,0.674,0.311,0.0,0.015
05127,Scott,0.636,0.314,0.0,0.05
05129,Searcy,0.564,0.418,0.0,0.018
05131,Sebastian,0.611,0.368,0.0,0.02
05133,Sevier,0.623,0.304,0.0,0.073
05135,Sharp,0.642,0.31,0.0,0.048
05137,Stone,0.544,0.419,0.0,0.037
05139,Union,0.503,0.33,0.0,0.167
05141,Van Buren,0.607,0.344,0.0,0.05
05143,Washington,0.513,0.479,0.0,0.007
05145,White,0.69,0.279,0.0,0.031
05147,Woodruff,0.662,0.224,0.0,0.114
05149,Yell,0.582,0.348,0.0,0.07
08001,Adams,0.383,0.61,0.0,0.007
08003,Alamosa,0.34,0.63,0.0,0.03
08005,Arapahoe,0.463,0.53,0.0,0.007
08007,Archuleta,0.342,0.642,0.0,0.016
08009,Baca,0.319,0.298,0.0,0.383
08011,Bent,0.481,0.444,0.0,0.074
08013,Boulder,0.363,0.636,0.0,0.002
08015,Chaffee,0.339,0.652,0.0,0.01
08017,Cheyenne,0.5,0.4,0.0,0.1
08019,Clear Creek,0.442,0.553,0.0,0.006
08021,Conejos,0.584,0.4,0.0,0.016
08023,Costilla,0.566,0.204,0.0,0.23
08025,Crowley,0.469,0.5,0.0,0.031
08027,Custer,0.43,0.57,0.0,0.0
08029,Delta,0.295,0.696,0.0,0.008
08031,Denver,0.45,0.544,0.0,0.007
08033,Dolores,0.229,0.629,0.0,0.143
08037,Eagle,0.352,0.637,0.0,0.011
08039,Elbert,0.379,0.613,0.0,0.009
08041,El Paso,0.384,0.611,0.0,0.005
08043,Fremont,0.412,0.571,0.0,0.017
08045,Garfield,0.368,0.615,0.0,0.018
08047,Gilpin,0.298,0.698,0.0,0.004
08049,Grand,0.321,0.638,0.0,0.041
08051,Gunnison,0.224,0.763,0.0,0.013
08053,Hinsdale,0.214,0.714,0.0,0.071
08055,Huerfano,0.362,0.584,0.0,0.054
08057,Jackson,0.556,0.444,0.0,0.0
08059,Jefferson,0.396,0.598,0.0,0.006
08061,Kiowa,0.455,0.182,0.0,0.364
08063,Kit Carson,0.407,0.593,0.0,0.0
08065,Lake,0.235,0.73,0.0,0.035
08067,La Plata,0.358,0.641,0.0,0.0
08069,Larimer,0.327,0.671,0.0,0.002
08071,Las Animas,0.386,0.512,0.0,0.101
08073,Lincoln,0.476,0.333,0.0,0.19
08075,Logan,0.513,0.467,0.0,0.02
08077,Mesa,0.414,0.573,0.0,0.013
08079,Mineral,0.381,0.595,0.0,0.024
08081,Moffat,0.42,0.56,0.0,0.02
08083,Montezuma,0.324,0.673,0.0,0.003
08085,Montrose,0.447,0.549,0.0,0.004
08087,Morgan,0.446,0.554,0.0,0.0
08089,Otero,0.451,0.543,0.0,0.006
08091,Ouray,0.355,0.645,0.0,0.0
08095,Phillips,0.344,0.562,0.0,0.094
08097,Pitkin,0.453,0.547,0.0,0.0
08099,Prowers,0.69,0.31,0.0,0.0
08101,Pueblo,0.517,0.467,0.0,0.016
08103,Rio Blanco,0.308,0.692,0.0,0.0
08105,Rio Grande,0.435,0.546,0.0,0.019
08107,Routt,0.357,0.63,0.0,0.012
08109,Saguache,0.174,0.811,0.0,0.015
08111,San Juan,0.289,0.711,0.0,0.0
08113,San Miguel,0.212,0.783,0.0,0.005
08115,Sedgwick,0.619,0.381,0.0,0.0
08117,Summit,0.395,0.6,0.0,0.004
08119,Teller,0.358,0.622,0.0,0.02
08121,Washington,0.435,0.522,0.0,0.043
08123,Weld,0.372,0.62,0.0,0.008
08125,Yuma,0.536,0.393,0.0,0.071
08035,Douglas,0.496,0.497,0.0,0.007
08014,Broomfield,0.352,0.632,0.0,0.016
08093,Park,0.338,0.662,0.0,0.0
13001,Appling,0.756,0.219,0.0,0.025
13003,Atkinson,0.798,0.194,0.0,0.008
13005,Bacon,0.638,0.328,0.0,0.034
13007,Baker,0.851,0.135,0.0,0.014
13009,Baldwin,0.794,0.199,0.0,0.007
13011,Banks,0.49,0.481,0.0,0.028
13013,Barrow,0.617,0.372,0.0,0.011
13015,Bartow,0.59,0.397,0.0,0.013
13017,Ben Hill,0.802,0.184,0.0,0.013
13019,Berrien,0.667,0.3,0.0,0.033
13021,Bibb,0.828,0.168,0.0,0.004
13023,Bleckley,0.777,0.206,0.0,0.017
13025,Brantley,0.491,0.441,0.0,0.068
13027,Brooks,0.776,0.215,0.0,0.009
13029,Bryan,0.633,0.355,0.0,0.011
13031,Bulloch,0.607,0.388,0.0,0.005
13033,Burke,0.895,0.099,0.0,0.005
13035,Butts,0.817,0.169,0.0,0.013
13037,Calhoun,0.889,0.109,0.0,0.002
13039,Camden,0.666,0.326,0.0,0.008
13043,Candler,0.783,0.199,0.0,0.018
13045,Carroll,0.617,0.376,0.0,0.006
13047,Catoosa,0.508,0.481,0.0,0.011
13049,Charlton,0.737,0.225,0.0,0.038
13051,Chatham,0.723,0.272,0.0,0.004
13053,Chattahoochee,0.812,0.179,0.0,0.009
13055,Chattooga,0.637,0.34,0.0,0.024
13057,Cherokee,0.518,0.476,0.0,0.006
13059,Clarke,0.507,0.49,0.0,0.003
13061,Clay,0.858,0.127,0.0,0.014
13063,Clayton,0.816,0.18,0.0,0.003
13065,Clinch,0.795,0.181,0.0,0.024
13067,Cobb,0.635,0.362,0.0,0.004
13069,Coffee,0.77,0.217,0.0,0.013
13071,Colquitt,0.761,0.222,0.0,0.017
13073,Columbia,0.669,0.325,0.0,0.007
13075,Cook,0.762,0.225,0.0,0.013
13077,Coweta,0.665,0.327,0.0,0.008
13079,Crawford,0.791,0.193,0.0,0.016
13081,Crisp,0.801,0.189,0.0,0.01
13083,Dade,0.503,0.48,0.0,0.017
13085,Dawson,0.53,0.455,0.0,0.015
13087,Decatur,0.79,0.2,0.0,0.01
13089,DeKalb,0.715,0.283,0.0,0.002
13091,Dodge,0.795,0.194,0.0,0.011
13093,Dooly,0.884,0.109,0.0,0.007
13095,Dougherty,0.857,0.138,0.0,0.005
13097,Douglas,0.746,0.25,0.0,0.004
13099,Early,0.892,0.101,0.0,0.007
13101,Echols,0.457,0.514,0.0,0.029
13103,Effingham,0.645,0.339,0.0,0.016
13105,Elbert,0.75,0.24,0.0,0.01
13107,Emanuel,0.831,0.159,0.0,0.01
13109,Evans,0.785,0.192,0.0,0.023
13111,Fannin,0.599,0.391,0.0,0.01
13113,Fayette,0.711,0.286,0.0,0.004
13115,Floyd,0.645,0.342,0.0,0.013
13117,Forsyth,0.538,0.457,0.0,0.005
13119,Franklin,0.627,0.362,0.0,0.011
13121,Fulton,0.711,0.287,0.0,0.002
13123,Gilmer,0.53,0.457,0.0,0.013
13125,Glascock,0.623,0.311,0.0,0.066
13127,Glynn,0.687,0.306,0.0,0.008
13129,Gordon,0.575,0.41,0.0,0.015
13131,Grady,0.759,0.223,0.0,0.017
13133,Greene,0.858,0.135,0.0,0.007
13135,Gwinnett,0.662,0.334,0.0,0.004
13137,Habersham,0.52,0.473,0.0,0.008
13139,Hall,0.603,0.389,0.0,0.009
13141,Hancock,0.874,0.114,0.0,0.013
13143,Haralson,0.551,0.415,0.0,0.033
13145,Harris,0.75,0.245,0.0,0.005
13147,Hart,0.723,0.27,0.0,0.008
13149,Heard,0.701,0.282,0.0,0.018
13151,Henry,0.777,0.219,0.0,0.004
13153,Houston,0.76,0.236,0.0,0.005
13155,Irwin,0.799,0.181,0.0,0.02
13157,Jackson,0.614,0.375,0.0,0.011
13159,Jasper,0.814,0.171,0.0,0.014
13161,Jeff Davis,0.766,0.203,0.0,0.031
13163,Jefferson,0.885,0.11,0.0,0.005
13165,Jenkins,0.841,0.152,0.0,0.007
13167,Johnson,0.851,0.14,0.0,0.009
13169,Jones,0.802,0.188,0.0,0.01
13171,Lamar,0.799,0.191,0.0,0.01
13173,Lanier,0.765,0.225,0.0,0.01
13175,Laurens,0.822,0.162,0.0,0.015
13177,Lee,0.742,0.246,0.0,0.012
13179,Liberty,0.797,0.194,0.0,0.008
13181,Lincoln,0.845,0.146,0.0,0.009
13183,Long,0.685,0.291,0.0,0.024
13185,Lowndes,0.68,0.313,0.0,0.007
13187,Lumpkin,0.506,0.481,0.0,0.013
13189,McDuffie,0.847,0.148,0.0,0.005
13191,McIntosh,0.844,0.146,0.0,0.01
13193,Macon,0.899,0.097,0.0,0.005
13195,Madison,0.557,0.429,0.0,0.014
13197,Marion,0.763,0.212,0.0,0.025
13199,Meriwether,0.854,0.138,0.0,0.008
13201,Miller,0.776,0.18,0.0,0.044
13205,Mitchell,0.858,0.13,0.0,0.012
13207,Monroe,0.801,0.192,0.0,0.007
13209,Montgomery,0.782,0.196,0.0,0.022
13211,Morgan,0.775,0.221,0.0,0.004
13213,Murray,0.512,0.469,0.0,0.02
13215,Muscogee,0.791,0.205,0.0,0.004
13217,Newton,0.78,0.215,0.0,0.005
13219,Oconee,0.525,0.471,0.0,0.004
13221,Oglethorpe,0.605,0.386,0.0,0.009
13223,Paulding,0.656,0.338,0.0,0.006
13225,Peach,0.837,0.158,0.0,0.005
13227,Pickens,0.531,0.456,0.0,0.012
13229,Pierce,0.67,0.318,0.0,0.012
13231,Pike,0.684,0.307,0.0,0.01
13233,Polk,0.686,0.293,0.0,0.022
13235,Pulaski,0.86,0.137,0.0,0.002
13237,Putnam,0.802,0.19,0.0,0.008
13239,Quitman,0.91,0.071,0.0,0.019
13241,Rabun,0.541,0.444,0.0,0.015
13243,Randolph,0.895,0.092,0.0,0.013
13245,Richmond,0.817,0.18,0.0,0.004
13247,Rockdale,0.78,0.218,0.0,0.002
13249,Schley,0.834,0.143,0.0,0.023
13251,Screven,0.811,0.175,0.0,0.015
13253,Seminole,0.844,0.145,0.0,0.011
13255,Spalding,0.786,0.206,0.0,0.008
13257,Stephens,0.607,0.375,0.0,0.018
13259,Stewart,0.9,0.09,0.0,0.01
13261,Sumter,0.824,0.17,0.0,0.006
13263,Talbot,0.867,0.122,0.0,0.011
13265,Taliaferro,0.864,0.128,0.0,0.007
13267,Tattnall,0.761,0.225,0.0,0.015
13269,Taylor,0.877,0.114,0.0,0.009
13271,Telfair,0.811,0.173,0.0,0.015
13273,Terrell,0.881,0.115,0.0,0.004
13275,Thomas,0.782,0.21,0.0,0.008
13277,Tift,0.759,0.227,0.0,0.015
13279,Toombs,0.762,0.225,0.0,0.014
13281,Towns,0.529,0.451,0.0,0.02
13283,Treutlen,0.822,0.159,0.0,0.019
13285,Troup,0.789,0.2,0.0,0.011
13287,Turner,0.789,0.194,0.0,0.017
13289,Twiggs,0.864,0.125,0.0,0.012
13291,Union,0.563,0.41,0.0,0.027
13293,Upson,0.808,0.183,0.0,0.009
13295,Walker,0.53,0.455,0.0,0.015
13297,Walton,0.699,0.294,0.0,0.007
13299,Ware,0.75,0.232,0.0,0.018
13301,Warren,0.895,0.094,0.0,0.011
13303,Washington,0.864,0.127,0.0,0.009
13305,Wayne,0.732,0.247,0.0,0.021
13307,Webster,0.895,0.095,0.0,0.011
13309,Wheeler,0.859,0.126,0.0,0.015
13311,White,0.524,0.463,0.0,0.013
13313,Whitfield,0.533,0.454,0.0,0.013
13315,Wilcox,0.868,0.118,0.0,0.014
13317,Wilkes,0.821,0.165,0.0,0.014
13319,Wilkinson,0.833,0.155,0.0,0.012
13321,Worth,0.794,0.193,0.0,0.013
25001,BARNSTABLE,0.489,0.501,0.0,0.009
25003,BERKSHIRE,0.476,0.515,0.0,0.01
25005,BRISTOL,0.494,0.49,0.0,0.016
25007,DUKES,0.45,0.546,0.0,0.004
25009,ESSEX,0.491,0.497,0.0,0.013
25011,FRANKLIN,0.291,0.704,0.0,0.005
25013,HAMPDEN,0.508,0.475,0.0,0.016
25015,HAMPSHIRE,0.365,0.627,0.0,0.008
25017,MIDDLESEX,0.518,0.471,0.0,0.011
25019,NANTUCKET,0.478,0.514,0.0,0.008
25021,NORFOLK,0.531,0.456,0.0,0.014
25023,PLYMOUTH,0.487,0.5,0.0,0.014
25025,SUFFOLK,0.571,0.418,0.0,0.011
25027,WORCESTER,0.451,0.536,0.0,0.013
40001,Adair,0.334,0.558,0.0,0.107
40003,Alfalfa,0.28,0.581,0.0,0.14
40005,Atoka,0.284,0.554,0.0,0.162
40007,Beaver,0.289,0.522,0.0,0.189
40009,Beckham,0.312,0.554,0.0,0.134
40011,Blaine,0.373,0.518,0.0,0.11
40013,Bryan,0.312,0.568,0.0,0.119
40015,Caddo,0.364,0.53,0.0,0.105
40017,Canadian,0.384,0.563,0.0,0.053
40019,Carter,0.323,0.55,0.0,0.127
40021,Cherokee,0.387,0.554,0.0,0.059
40023,Choctaw,0.29,0.564,0.0,0.146
40025,Cimarron,0.175,0.54,0.0,0.286
40027,Cleveland,0.376,0.593,0.0,0.031
40029,Coal,0.19,0.636,0.0,0.174
40031,Comanche,0.449,0.485,0.0,0.066
40033,Cotton,0.297,0.564,0.0,0.14
40035,Craig,0.358,0.545,0.0,0.097
40037,Creek,0.42,0.509,0.0,0.071
40039,Custer,0.336,0.571,0.0,0.093
40041,Delaware,0.412,0.505,0.0,0.083
40043,Dewey,0.275,0.554,0.0,0.17
40045,Ellis,0.233,0.641,0.0,0.126
40047,Garfield,0.413,0.522,0.0,0.065
40049,Garvin,0.327,0.541,0.0,0.132
40051,Grady,0.342,0.562,0.0,0.096
40053,Grant,0.319,0.571,0.0,0.11
